customer_id,name,email,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,churn_probability,churn,location_lat,location_lon
CUST-10373,Charles Lopez,charles.lopez@example.com,5,95.83,479.15,Month-to-month,Mailed check,1,Yes,No,0.9298,1,37.6274,-122.29277
CUST-10374,Barbara Martinez,barbara.martinez@example.com,8,20.72,165.76,Month-to-month,Bank transfer,1,Yes,Yes,0.5941,0,37.75603,-122.49443
CUST-10375,Jennifer Gonzalez,jennifer.gonzalez@example.com,4,100.0,400.0,Month-to-month,Bank transfer,1,No,No,0.9716,1,37.86754,-122.44553
CUST-10376,Robert Garcia,robert.garcia@example.com,4,90.05,360.2,Month-to-month,Credit card,1,No,No,0.9656,1,37.63979,-122.40891
CUST-10377,David Brown,david.brown@example.com,4,29.02,116.08,Month-to-month,Electronic check,1,No,Yes,0.8339,1,37.71837,-122.32956
CUST-10378,Patricia Anderson,patricia.anderson@example.com,18,34.61,622.98,One year,Bank transfer,0,Yes,No,0.2674,1,37.76594,-122.51174
CUST-10379,Thomas Gonzalez,thomas.gonzalez@example.com,25,97.12,2428.0,Two year,Credit card,1,No,Yes,0.5189,0,37.68465,-122.3488
CUST-10380,Michael Taylor,michael.taylor@example.com,29,113.62,3294.98,One year,Mailed check,0,Yes,No internet service,0.3405,1,37.90613,-122.41312
CUST-10381,Thomas Thomas,thomas.thomas@example.com,28,41.78,1169.84,One year,Electronic check,1,No,No,0.325,0,37.62942,-122.33108
CUST-10382,Sarah Brown,sarah.brown@example.com,6,89.08,534.48,Month-to-month,Mailed check,1,No internet service,No,0.9154,1,37.67221,-122.54198
CUST-10383,Karen Hernandez,karen.hernandez@example.com,69,84.46,5827.74,Two year,Electronic check,1,No,Yes,0.0427,0,37.9194,-122.33283
CUST-10384,Patricia Anderson,patricia.anderson@example.com,17,45.07,766.19,One year,Electronic check,1,Yes,No,0.3248,0,37.71331,-122.36029
CUST-10385,Richard Jackson,richard.jackson@example.com,7,103.13,721.91,Month-to-month,Mailed check,1,No,Yes,0.9476,1,37.7136,-122.4904
CUST-10386,Patricia Anderson,patricia.anderson@example.com,11,21.87,240.57,Month-to-month,Bank transfer,0,No,Yes,0.7319,1,37.8412,-122.37191
CUST-10387,Jessica Gonzalez,jessica.gonzalez@example.com,12,48.31,579.72,Month-to-month,Credit card,0,No,Yes,0.8125,1,37.78186,-122.5494
CUST-10388,William Garcia,william.garcia@example.com,29,77.1,2235.9,Two year,Credit card,0,Yes,Yes,0.1992,0,37.83529,-122.49262
CUST-10389,Patricia Davis,patricia.davis@example.com,22,69.14,1521.08,One year,Electronic check,1,No internet service,Yes,0.2528,0,37.73318,-122.34636
CUST-10390,Linda Lopez,linda.lopez@example.com,21,93.43,1962.03,One year,Bank transfer,1,No,Yes,0.5667,1,37.78075,-122.53903
CUST-10391,Joseph Moore,joseph.moore@example.com,5,114.75,573.75,Month-to-month,Credit card,0,No,No,0.9773,1,37.79787,-122.36705
CUST-10392,Linda Brown,linda.brown@example.com,5,35.82,179.1,Month-to-month,Credit card,0,No,No,0.8987,0,37.78992,-122.27034
CUST-10393,Patricia Wilson,patricia.wilson@example.com,36,76.31,2747.16,One year,Mailed check,1,No,No,0.3604,0,37.84827,-122.4614
CUST-10394,Elizabeth Anderson,elizabeth.anderson@example.com,12,21.63,259.56,Two year,Mailed check,0,Yes,Yes,0.203,0,37.715,-122.50283
CUST-10395,Mary Smith,mary.smith@example.com,60,71.13,4267.8,One year,Mailed check,1,No,No internet service,0.0586,0,37.67173,-122.4899
CUST-10396,Sarah Davis,sarah.davis@example.com,15,111.79,1676.85,Month-to-month,Electronic check,0,Yes,No,0.9034,1,37.67677,-122.32169
CUST-10397,Sarah Brown,sarah.brown@example.com,32,27.85,891.2,One year,Electronic check,0,No,Yes,0.1448,0,37.88884,-122.43911
CUST-10398,Michael Davis,michael.davis@example.com,53,83.22,4410.66,One year,Electronic check,1,No internet service,No,0.0856,1,37.78688,-122.52453
CUST-10399,Susan Davis,susan.davis@example.com,12,95.28,1143.36,Month-to-month,Electronic check,1,No internet service,No internet service,0.8328,1,37.7432,-122.52974
CUST-10400,Robert Thomas,robert.thomas@example.com,20,70.18,1403.6,One year,Mailed check,0,Yes,Yes,0.283,0,37.68433,-122.4508
CUST-10401,Sarah Miller,sarah.miller@example.com,69,46.63,3217.47,One year,Credit card,1,Yes,Yes,0.0093,0,37.65178,-122.36788
CUST-10402,Linda Lopez,linda.lopez@example.com,7,50.48,353.36,Month-to-month,Bank transfer,0,No,Yes,0.8633,0,37.75756,-122.52565
CUST-10403,John Davis,john.davis@example.com,7,31.24,218.68,Month-to-month,Electronic check,1,No,No,0.8763,1,37.6692,-122.31967
CUST-10404,Charles Smith,charles.smith@example.com,14,53.19,744.66,Month-to-month,Mailed check,1,No,No,0.8733,1,37.7025,-122.42449
CUST-10405,William Smith,william.smith@example.com,17,26.01,442.17,Month-to-month,Mailed check,0,No,Yes,0.6653,1,37.64083,-122.37297
CUST-10406,James Williams,james.williams@example.com,6,106.43,638.58,Month-to-month,Electronic check,1,No,No,0.9715,1,37.74086,-122.27546
CUST-10407,Susan Brown,susan.brown@example.com,38,39.89,1515.82,Two year,Credit card,1,Yes,Yes,0.0609,0,37.63683,-122.29272
CUST-10408,Charles Hernandez,charles.hernandez@example.com,13,55.54,722.02,Month-to-month,Bank transfer,1,Yes,No,0.7763,0,37.77528,-122.32583
CUST-10409,Thomas Gonzalez,thomas.gonzalez@example.com,52,48.02,2497.04,Two year,Mailed check,1,Yes,Yes,0.0291,0,37.66608,-122.35043
CUST-10410,Susan Martin,susan.martin@example.com,45,62.65,2819.25,Two year,Bank transfer,0,Yes,Yes,0.0603,0,37.78757,-122.50737
CUST-10411,William Jackson,william.jackson@example.com,51,90.51,4616.01,One year,Mailed check,1,No,Yes,0.1431,0,37.85591,-122.37253
CUST-10412,Sarah Garcia,sarah.garcia@example.com,10,51.76,517.6,Month-to-month,Mailed check,0,No internet service,Yes,0.7044,0,37.88894,-122.44519
CUST-10413,Linda Martinez,linda.martinez@example.com,18,47.38,852.84,Month-to-month,Mailed check,1,No,No internet service,0.7403,1,37.85363,-122.38581
CUST-10414,Thomas Martin,thomas.martin@example.com,30,55.93,1677.9,One year,Credit card,1,Yes,No,0.2008,0,37.76553,-122.37453
CUST-10415,David Gonzalez,david.gonzalez@example.com,4,96.45,385.8,Month-to-month,Electronic check,0,Yes,Yes,0.8968,0,37.69167,-122.368
CUST-10416,Richard Miller,richard.miller@example.com,18,68.99,1241.82,Month-to-month,Bank transfer,0,No internet service,No,0.7649,0,37.75317,-122.33654
CUST-10417,Karen Gonzalez,karen.gonzalez@example.com,35,73.62,2576.7,One year,Electronic check,1,No internet service,Yes,0.1346,0,37.873,-122.55668
CUST-10418,Joseph Taylor,joseph.taylor@example.com,66,96.52,6370.32,One year,Electronic check,1,Yes,Yes,0.0302,0,37.89022,-122.3373
CUST-10419,Charles Anderson,charles.anderson@example.com,6,110.37,662.22,Month-to-month,Credit card,0,No internet service,No,0.9431,1,37.84169,-122.53545
CUST-10420,Sarah Moore,sarah.moore@example.com,8,79.03,632.24,Month-to-month,Mailed check,0,No,Yes,0.9127,1,37.72212,-122.37483
CUST-10421,David Brown,david.brown@example.com,12,90.73,1088.76,Month-to-month,Mailed check,1,No,Yes,0.9101,1,37.85538,-122.29572
CUST-10422,Sarah Jones,sarah.jones@example.com,5,50.81,254.05,Month-to-month,Credit card,1,No,Yes,0.879,1,37.89446,-122.28127
CUST-10423,James Martin,james.martin@example.com,16,100.75,1612.0,One year,Credit card,1,Yes,Yes,0.4871,0,37.76761,-122.44635
CUST-10424,Robert Martin,robert.martin@example.com,30,75.75,2272.5,One year,Mailed check,1,Yes,No,0.2719,1,37.82088,-122.55838
CUST-10425,John Jackson,john.jackson@example.com,32,61.7,1974.4,Two year,Mailed check,1,No internet service,Yes,0.1302,0,37.82318,-122.35945
CUST-10426,Sarah Moore,sarah.moore@example.com,8,29.31,234.48,Month-to-month,Bank transfer,1,No,No internet service,0.7946,0,37.87098,-122.34187
CUST-10427,Jessica Williams,jessica.williams@example.com,4,72.71,290.84,Month-to-month,Mailed check,0,No,Yes,0.9233,1,37.65769,-122.35048
CUST-10428,Susan Williams,susan.williams@example.com,12,48.72,584.64,Month-to-month,Bank transfer,1,No internet service,No internet service,0.6625,1,37.81187,-122.29127
CUST-10429,Karen Jackson,karen.jackson@example.com,13,108.37,1408.81,Month-to-month,Mailed check,0,No,No,0.9569,0,37.62537,-122.5622
CUST-10430,Michael Miller,michael.miller@example.com,70,76.04,5322.8,One year,Mailed check,1,Yes,Yes,0.0156,0,37.70939,-122.33234
CUST-10431,Charles Martinez,charles.martinez@example.com,33,54.14,1786.62,One year,Electronic check,0,Yes,No,0.1656,0,37.87505,-122.29272
CUST-10432,Barbara Thomas,barbara.thomas@example.com,44,109.21,4805.24,One year,Bank transfer,1,Yes,No,0.2229,0,37.90324,-122.55259
CUST-10433,Susan Martinez,susan.martinez@example.com,45,77.74,3498.3,One year,Bank transfer,0,Yes,Yes,0.0798,0,37.73098,-122.27852
CUST-10434,Thomas Smith,thomas.smith@example.com,7,80.57,563.99,Month-to-month,Mailed check,1,No,Yes,0.9202,1,37.85036,-122.35782
CUST-10435,Mary Johnson,mary.johnson@example.com,4,102.95,411.8,Month-to-month,Bank transfer,1,No,No,0.9732,1,37.65857,-122.33392
CUST-10436,Richard Williams,richard.williams@example.com,2,39.02,78.04,Month-to-month,Credit card,0,No,No,0.9203,1,37.85756,-122.52641
CUST-10437,Michael Taylor,michael.taylor@example.com,25,91.37,2284.25,One year,Electronic check,1,No,Yes,0.4902,0,37.83102,-122.39111
CUST-10438,Robert Hernandez,robert.hernandez@example.com,3,51.25,153.75,Month-to-month,Bank transfer,0,No,No,0.9325,1,37.68507,-122.48343
CUST-10439,Jessica Hernandez,jessica.hernandez@example.com,45,31.45,1415.25,One year,Electronic check,1,Yes,Yes,0.0332,0,37.72045,-122.52693
CUST-10440,Charles Jackson,charles.jackson@example.com,3,64.36,193.08,Month-to-month,Mailed check,1,No,No,0.9472,1,37.64004,-122.45432
CUST-10441,Robert Wilson,robert.wilson@example.com,12,89.01,1068.12,Month-to-month,Credit card,0,No,No,0.9416,1,37.87013,-122.35553
CUST-10442,Jessica Williams,jessica.williams@example.com,49,101.29,4963.21,Two year,Credit card,1,Yes,Yes,0.0961,0,37.81823,-122.33945
CUST-10443,Barbara Davis,barbara.davis@example.com,26,56.34,1464.84,Two year,Mailed check,0,No,Yes,0.3086,0,37.86153,-122.30468
CUST-10444,Elizabeth Thomas,elizabeth.thomas@example.com,9,37.08,333.72,Month-to-month,Bank transfer,0,No,No,0.8745,1,37.65578,-122.32413
CUST-10445,Michael Hernandez,michael.hernandez@example.com,22,79.05,1739.1,One year,Mailed check,0,Yes,Yes,0.292,0,37.91707,-122.45426
CUST-10446,Mary Miller,mary.miller@example.com,42,98.73,4146.66,Two year,Mailed check,1,No,Yes,0.264,0,37.84671,-122.35583
CUST-10447,Barbara Brown,barbara.brown@example.com,37,37.62,1391.94,One year,Credit card,1,Yes,No,0.0985,0,37.86912,-122.338
CUST-10448,Jennifer Hernandez,jennifer.hernandez@example.com,12,108.73,1304.76,Month-to-month,Electronic check,0,Yes,No,0.9149,1,37.76079,-122.48195
CUST-10449,Karen Jackson,karen.jackson@example.com,5,99.43,497.15,Month-to-month,Bank transfer,0,No,Yes,0.9505,1,37.84024,-122.29486
CUST-10450,Robert Jackson,robert.jackson@example.com,21,49.42,1037.82,Month-to-month,Bank transfer,0,No,Yes,0.7086,0,37.62515,-122.40139
CUST-10451,Patricia Brown,patricia.brown@example.com,54,59.43,3209.22,Two year,Bank transfer,0,Yes,No,0.0516,0,37.75546,-122.50604
CUST-10452,David Thomas,david.thomas@example.com,10,61.72,617.2,Month-to-month,Bank transfer,0,No,No,0.9143,1,37.66518,-122.54788
CUST-10453,James Jones,james.jones@example.com,38,28.47,1081.86,One year,Credit card,0,Yes,No internet service,0.0491,0,37.83352,-122.29031
CUST-10454,Karen Garcia,karen.garcia@example.com,8,42.57,340.56,Month-to-month,Credit card,0,No,No,0.8926,1,37.87894,-122.49838
CUST-10455,Susan Rodriguez,susan.rodriguez@example.com,10,76.81,768.1,Month-to-month,Bank transfer,1,No,No internet service,0.8975,1,37.83205,-122.52677
CUST-10456,Susan Rodriguez,susan.rodriguez@example.com,3,67.25,201.75,Month-to-month,Electronic check,0,No,Yes,0.9202,1,37.79879,-122.38549
CUST-10457,Mary Moore,mary.moore@example.com,38,93.38,3548.44,One year,Credit card,1,Yes,Yes,0.159,0,37.71329,-122.51915
CUST-10458,Karen Martinez,karen.martinez@example.com,41,36.91,1513.31,One year,Electronic check,0,Yes,Yes,0.0476,0,37.84611,-122.56121
CUST-10459,Barbara Williams,barbara.williams@example.com,3,81.58,244.74,Month-to-month,Bank transfer,0,No,Yes,0.9389,1,37.65836,-122.51702
CUST-10460,Sarah Jones,sarah.jones@example.com,35,43.62,1526.7,One year,Mailed check,0,Yes,No,0.1234,0,37.72775,-122.54408
CUST-10461,William Martin,william.martin@example.com,26,97.04,2523.04,Two year,Mailed check,0,Yes,No internet service,0.3116,0,37.67508,-122.39607
CUST-10462,Patricia Johnson,patricia.johnson@example.com,49,59.87,2933.63,One year,Bank transfer,1,Yes,Yes,0.0444,0,37.90164,-122.4993
CUST-10463,Jennifer Thomas,jennifer.thomas@example.com,10,99.73,997.3,Month-to-month,Credit card,0,No,Yes,0.9326,0,37.82976,-122.55709
CUST-10464,Jessica Lopez,jessica.lopez@example.com,36,53.5,1926.0,Two year,Bank transfer,0,No internet service,No,0.1382,0,37.80015,-122.43107
CUST-10465,Joseph Jackson,joseph.jackson@example.com,39,51.33,2001.87,One year,Electronic check,0,No,No internet service,0.1451,0,37.62849,-122.54009
CUST-10466,Michael Anderson,michael.anderson@example.com,13,81.94,1065.22,Month-to-month,Electronic check,0,Yes,Yes,0.7811,1,37.87554,-122.28425
CUST-10467,Michael Brown,michael.brown@example.com,11,84.79,932.69,Month-to-month,Mailed check,0,No,No,0.9406,1,37.7009,-122.42931
CUST-10468,Robert Anderson,robert.anderson@example.com,31,96.99,3006.69,Two year,Bank transfer,1,Yes,No internet service,0.2447,0,37.70809,-122.55068
CUST-10469,Jennifer Hernandez,jennifer.hernandez@example.com,31,26.94,835.14,Two year,Mailed check,0,No,Yes,0.1509,0,37.77252,-122.52624
CUST-10470,Linda Miller,linda.miller@example.com,24,23.49,563.76,One year,Electronic check,1,Yes,Yes,0.1062,0,37.75866,-122.30045
CUST-10471,William Smith,william.smith@example.com,45,110.46,4970.7,Two year,Electronic check,1,Yes,No,0.2157,0,37.7721,-122.43858
CUST-10472,Robert Moore,robert.moore@example.com,8,32.12,256.96,Month-to-month,Bank transfer,1,No,No,0.8709,1,37.64146,-122.2703
CUST-10473,Robert Lopez,robert.lopez@example.com,62,96.65,5992.3,One year,Mailed check,1,Yes,Yes,0.0392,0,37.74015,-122.5121
CUST-10474,Jennifer Brown,jennifer.brown@example.com,34,93.53,3180.02,One year,Mailed check,1,Yes,No,0.2899,1,37.92382,-122.49785
CUST-10475,Jennifer Williams,jennifer.williams@example.com,44,101.18,4451.92,One year,Electronic check,1,Yes,No internet service,0.129,1,37.86123,-122.55656
CUST-10476,Michael Miller,michael.miller@example.com,45,107.43,4834.35,Two year,Mailed check,0,Yes,No,0.2056,0,37.64651,-122.34876
CUST-10477,Barbara Smith,barbara.smith@example.com,18,33.05,594.9,Month-to-month,Mailed check,0,Yes,No,0.6133,0,37.87112,-122.54021
CUST-10478,Karen Garcia,karen.garcia@example.com,21,79.5,1669.5,Two year,Mailed check,1,No,Yes,0.4975,1,37.7261,-122.31863
CUST-10479,Jennifer Hernandez,jennifer.hernandez@example.com,12,116.47,1397.64,Month-to-month,Mailed check,0,No,No,0.9654,1,37.72555,-122.53318
CUST-10480,William Wilson,william.wilson@example.com,7,78.2,547.4,Month-to-month,Mailed check,1,Yes,Yes,0.8316,0,37.80863,-122.3361
CUST-10481,James Thomas,james.thomas@example.com,1,79.37,79.37,Month-to-month,Bank transfer,1,No internet service,No,0.9256,1,37.85667,-122.36169
CUST-10482,Richard Jones,richard.jones@example.com,39,81.05,3160.95,One year,Electronic check,1,Yes,No internet service,0.1214,0,37.80851,-122.54299
CUST-10483,Charles Lopez,charles.lopez@example.com,10,117.68,1176.8,Month-to-month,Bank transfer,0,Yes,No internet service,0.8991,0,37.77716,-122.43014
CUST-10484,Richard Rodriguez,richard.rodriguez@example.com,4,111.15,444.6,Month-to-month,Credit card,1,Yes,No,0.9506,1,37.63783,-122.37594
CUST-10485,Charles Miller,charles.miller@example.com,7,24.33,170.31,Month-to-month,Electronic check,0,No,No,0.8606,1,37.86055,-122.42388
CUST-10486,Michael Williams,michael.williams@example.com,47,39.88,1874.36,Two year,Bank transfer,1,Yes,Yes,0.0344,0,37.69323,-122.49826
CUST-10487,Linda Miller,linda.miller@example.com,6,109.05,654.3,Month-to-month,Mailed check,1,No,No,0.9729,1,37.67832,-122.45735
CUST-10488,Elizabeth Miller,elizabeth.miller@example.com,64,89.22,5710.08,One year,Electronic check,1,Yes,Yes,0.0298,0,37.76456,-122.44393
CUST-10489,Mary Davis,mary.davis@example.com,42,81.15,3408.3,Two year,Mailed check,1,No,No,0.2938,0,37.69381,-122.44589
CUST-10490,Susan Thomas,susan.thomas@example.com,29,21.45,622.05,Two year,Credit card,0,Yes,Yes,0.0756,0,37.72309,-122.39556
CUST-10491,Sarah Jones,sarah.jones@example.com,57,119.13,6790.41,Two year,Electronic check,1,Yes,Yes,0.0819,0,37.86781,-122.3604
CUST-10492,Michael Anderson,michael.anderson@example.com,4,60.66,242.64,Month-to-month,Mailed check,1,No,No,0.9397,1,37.81919,-122.54218
CUST-10493,Barbara Martinez,barbara.martinez@example.com,9,117.64,1058.76,Month-to-month,Credit card,0,No,No,0.9722,1,37.74651,-122.33244
CUST-10494,Patricia Anderson,patricia.anderson@example.com,13,89.08,1158.04,One year,Electronic check,1,No,Yes,0.6715,0,37.83432,-122.38565
CUST-10495,Sarah Miller,sarah.miller@example.com,22,25.48,560.56,One year,Bank transfer,0,No,No,0.3414,1,37.73458,-122.38366
CUST-10496,Patricia Lopez,patricia.lopez@example.com,10,40.47,404.7,Month-to-month,Bank transfer,1,Yes,No,0.7582,1,37.76845,-122.28766
CUST-10497,Sarah Miller,sarah.miller@example.com,49,70.36,3447.64,One year,Credit card,1,Yes,No,0.0863,1,37.72847,-122.42353
CUST-10498,Susan Brown,susan.brown@example.com,10,65.2,652.0,Month-to-month,Bank transfer,0,No,No,0.9196,0,37.86754,-122.28714
CUST-10499,Robert Miller,robert.miller@example.com,37,48.84,1807.08,Two year,Electronic check,1,Yes,No,0.1203,0,37.83402,-122.4205
CUST-10500,Richard Taylor,richard.taylor@example.com,17,113.17,1923.89,Two year,Credit card,1,Yes,No,0.6525,1,37.81831,-122.48194
CUST-10501,Robert Smith,robert.smith@example.com,30,61.17,1835.1,Two year,Bank transfer,0,No internet service,No,0.2181,0,37.77074,-122.36964
CUST-10502,Susan Moore,susan.moore@example.com,7,37.17,260.19,Month-to-month,Bank transfer,1,Yes,No,0.7819,1,37.71134,-122.31575
CUST-10503,William Lopez,william.lopez@example.com,19,73.53,1397.07,Month-to-month,Mailed check,0,No,Yes,0.8182,0,37.83276,-122.36949
CUST-10504,William Garcia,william.garcia@example.com,3,46.04,138.12,Month-to-month,Mailed check,1,No,Yes,0.883,1,37.82457,-122.27599
CUST-10505,William Lopez,william.lopez@example.com,20,22.49,449.8,Month-to-month,Credit card,0,No,Yes,0.6026,0,37.90324,-122.52258
CUST-10506,Jessica Taylor,jessica.taylor@example.com,12,114.4,1372.8,Month-to-month,Mailed check,0,No,Yes,0.942,1,37.90159,-122.46779
CUST-10507,Michael Thomas,michael.thomas@example.com,26,60.16,1564.16,Two year,Mailed check,1,Yes,Yes,0.178,1,37.64141,-122.37701
CUST-10508,Sarah Taylor,sarah.taylor@example.com,18,73.84,1329.12,Month-to-month,Credit card,0,Yes,Yes,0.685,0,37.91765,-122.45107
CUST-10509,Barbara Hernandez,barbara.hernandez@example.com,39,59.76,2330.64,One year,Credit card,1,Yes,No,0.1296,0,37.7103,-122.46399
CUST-10510,Elizabeth Moore,elizabeth.moore@example.com,13,100.37,1304.81,Month-to-month,Bank transfer,1,No,No internet service,0.9199,1,37.89422,-122.35082
CUST-10511,Linda Jones,linda.jones@example.com,42,118.84,4991.28,Two year,Bank transfer,1,Yes,Yes,0.1942,0,37.85173,-122.54287
CUST-10512,Linda Rodriguez,linda.rodriguez@example.com,10,33.69,336.9,Month-to-month,Mailed check,0,No,No,0.859,1,37.77208,-122.32256
CUST-10513,Charles Jackson,charles.jackson@example.com,10,20.24,202.4,Month-to-month,Bank transfer,1,No,Yes,0.7385,1,37.81587,-122.53215
CUST-10514,Charles Wilson,charles.wilson@example.com,17,96.47,1639.99,Month-to-month,Credit card,0,No,Yes,0.8905,1,37.84857,-122.39508
CUST-10515,Sarah Wilson,sarah.wilson@example.com,43,31.96,1374.28,Two year,Electronic check,0,Yes,No,0.0614,0,37.64245,-122.4735
CUST-10516,William Lopez,william.lopez@example.com,6,55.6,333.6,Month-to-month,Bank transfer,1,No,No internet service,0.8821,1,37.64795,-122.51126
CUST-10517,David Brown,david.brown@example.com,27,104.5,2821.5,One year,Bank transfer,1,Yes,Yes,0.3296,0,37.73366,-122.40907
CUST-10518,Patricia Jones,patricia.jones@example.com,9,54.03,486.27,Month-to-month,Mailed check,1,No,No,0.9073,1,37.69123,-122.51287
CUST-10519,Jessica Martin,jessica.martin@example.com,61,90.23,5504.03,One year,Electronic check,1,No,No,0.1232,0,37.65987,-122.53003
CUST-10520,James Thomas,james.thomas@example.com,12,118.76,1425.12,Month-to-month,Bank transfer,1,Yes,No,0.9292,1,37.84824,-122.53382
CUST-10521,William Jones,william.jones@example.com,33,62.48,2061.84,One year,Electronic check,1,Yes,No internet service,0.1245,0,37.8521,-122.55664
CUST-10522,Michael Johnson,michael.johnson@example.com,39,45.3,1766.7,One year,Electronic check,1,Yes,Yes,0.0633,1,37.65385,-122.53226
CUST-10523,Karen Miller,karen.miller@example.com,28,34.56,967.68,One year,Bank transfer,0,No,Yes,0.2017,0,37.67307,-122.41921
CUST-10524,Karen Davis,karen.davis@example.com,21,72.88,1530.48,One year,Mailed check,0,No,No,0.5885,1,37.85111,-122.5681
CUST-10525,Michael Miller,michael.miller@example.com,54,38.51,2079.54,Two year,Electronic check,1,Yes,No,0.0346,0,37.73878,-122.50512
CUST-10526,Joseph Wilson,joseph.wilson@example.com,21,33.59,705.39,Month-to-month,Bank transfer,0,Yes,Yes,0.4432,0,37.63708,-122.47097
CUST-10527,Michael Gonzalez,michael.gonzalez@example.com,11,64.4,708.4,Month-to-month,Credit card,1,No,No internet service,0.8647,1,37.68154,-122.54852
CUST-10528,Barbara Lopez,barbara.lopez@example.com,23,63.81,1467.63,Month-to-month,Electronic check,1,No,Yes,0.7394,1,37.83341,-122.27613
CUST-10529,David Williams,david.williams@example.com,5,60.43,302.15,Month-to-month,Mailed check,0,Yes,No,0.8671,1,37.70846,-122.35535
CUST-10530,Sarah Jackson,sarah.jackson@example.com,14,67.58,946.12,Month-to-month,Credit card,0,No,No,0.9019,1,37.66911,-122.43301
CUST-10531,Michael Rodriguez,michael.rodriguez@example.com,6,93.78,562.68,Month-to-month,Electronic check,1,No internet service,Yes,0.8782,1,37.67863,-122.38802
CUST-10532,Mary Jones,mary.jones@example.com,11,71.99,791.89,Month-to-month,Credit card,0,No,No,0.9246,1,37.82353,-122.42232
CUST-10533,Thomas Moore,thomas.moore@example.com,16,23.16,370.56,Month-to-month,Credit card,0,No,No internet service,0.6674,1,37.75993,-122.31354
CUST-10534,Elizabeth Anderson,elizabeth.anderson@example.com,5,108.47,542.35,Month-to-month,Mailed check,1,No,No,0.9743,1,37.83962,-122.42316
CUST-10535,Michael Jackson,michael.jackson@example.com,44,67.59,2973.96,One year,Mailed check,1,No,Yes,0.1441,0,37.77331,-122.27814
CUST-10536,Karen Lopez,karen.lopez@example.com,32,32.82,1050.24,One year,Bank transfer,1,Yes,Yes,0.0775,0,37.63297,-122.302
CUST-10537,Mary Gonzalez,mary.gonzalez@example.com,7,86.12,602.84,Month-to-month,Mailed check,1,No,No,0.955,1,37.65038,-122.363
CUST-10538,Charles Brown,charles.brown@example.com,2,106.34,212.68,Month-to-month,Credit card,1,No,No,0.978,1,37.8013,-122.27367
CUST-10539,Jennifer Jackson,jennifer.jackson@example.com,10,87.51,875.1,Month-to-month,Bank transfer,1,No,Yes,0.9156,1,37.82512,-122.51941
CUST-10540,Charles Lopez,charles.lopez@example.com,29,27.53,798.37,Two year,Mailed check,1,No,No internet service,0.1704,1,37.92377,-122.44879
CUST-10541,Joseph Martin,joseph.martin@example.com,23,53.68,1234.64,One year,Electronic check,1,No,Yes,0.3408,0,37.75303,-122.46521
CUST-10542,Robert Martinez,robert.martinez@example.com,32,61.43,1965.76,One year,Bank transfer,0,No,Yes,0.2489,0,37.85393,-122.51522
CUST-10543,James Taylor,james.taylor@example.com,41,94.22,3863.02,Two year,Credit card,1,Yes,No internet service,0.136,0,37.86758,-122.31357
CUST-10544,Linda Jackson,linda.jackson@example.com,21,44.04,924.84,One year,Bank transfer,0,Yes,Yes,0.1796,0,37.88296,-122.29606
CUST-10545,Richard Wilson,richard.wilson@example.com,6,43.61,261.66,Month-to-month,Mailed check,1,Yes,No,0.8134,1,37.69858,-122.32123
CUST-10546,Elizabeth Thomas,elizabeth.thomas@example.com,37,35.94,1329.78,One year,Mailed check,1,No,Yes,0.1248,0,37.70823,-122.40419
CUST-10547,John Thomas,john.thomas@example.com,20,49.8,996.0,One year,Electronic check,0,No,Yes,0.3688,0,37.73393,-122.37217
CUST-10548,Robert Gonzalez,robert.gonzalez@example.com,47,93.45,4392.15,Two year,Electronic check,1,Yes,Yes,0.0941,0,37.9098,-122.28993
CUST-10549,Thomas Thomas,thomas.thomas@example.com,30,52.93,1587.9,Two year,Credit card,0,Yes,No,0.1913,0,37.90555,-122.504
CUST-10550,Michael Garcia,michael.garcia@example.com,6,25.59,153.54,Month-to-month,Bank transfer,0,No,No,0.8712,1,37.78862,-122.42694
CUST-10551,Joseph Rodriguez,joseph.rodriguez@example.com,60,102.14,6128.4,Two year,Electronic check,0,Yes,No,0.0789,0,37.63534,-122.34757
CUST-10552,John Davis,john.davis@example.com,8,110.32,882.56,Month-to-month,Electronic check,1,No,No,0.9699,1,37.75762,-122.56704
CUST-10553,Jennifer Rodriguez,jennifer.rodriguez@example.com,18,105.94,1906.92,Month-to-month,Mailed check,0,No,Yes,0.9019,1,37.88874,-122.33938
CUST-10554,Linda Johnson,linda.johnson@example.com,4,93.69,374.76,Month-to-month,Bank transfer,0,No,No,0.9679,1,37.87097,-122.32208
CUST-10555,Thomas Taylor,thomas.taylor@example.com,8,52.68,421.44,Month-to-month,Electronic check,0,No,No,0.9105,1,37.68002,-122.43638
CUST-10556,William Smith,william.smith@example.com,11,35.78,393.58,Month-to-month,Mailed check,0,No,Yes,0.7828,1,37.86269,-122.47358
CUST-10557,Barbara Jones,barbara.jones@example.com,12,39.87,478.44,Month-to-month,Credit card,1,No,No,0.8578,1,37.7381,-122.319
CUST-10558,Sarah Davis,sarah.davis@example.com,2,42.87,85.74,Month-to-month,Electronic check,0,No,No,0.9258,1,37.83528,-122.51877
CUST-10559,Jennifer Martin,jennifer.martin@example.com,6,114.72,688.32,Month-to-month,Electronic check,1,Yes,No,0.9476,1,37.85691,-122.29091
